"ID";"IDENT";"ETACQ1";"NBPERS";"STRATE";"POSSES3";"POSSES10";"NBIENS10";"INTERN";"NIVIE";"LOG";"RETOT";"NBIENS10_CL";"ACTIMP1";"ACTPRO";"MOYTRANS1";"TPSTELE";"TPSRAD";"CHAINEP";"NBVIDEO";"EMRAD1";"EMRAD2";"EMRAD3";"EMRAD4";"QUOTNAT";"QUOTREG";"MAGCUL";"MAGSCI";"MAGSP";"BD";"TYPLIV1";"TYPLIV2";"TYPLIV3";"TYPLIV5";"TYPLIV6";"TYPLIV7";"TYPLIV8";"TYPLIV9";"TYPLIV10";"LIVRES";"INSBIBLI";"NBLIVR";"TYPMUSIP";"NBDISQ";"SC1";"SC2";"SC4";"SC6";"SC8";"FEST";"COMPET";"COURSP1";"PAM1";"PAM2";"PAM8";"ASSCULT";"SPUTIL";"CIGARE";"SPORT";"SPORTIF";"AGE";"AGE1";"MATRI";"NATEMPL";"NIVETUD2";"OCCUPA";"PCS8";"SEXE";"STATUT";"VIECOU";"TPSTELE_CL";"TPSRAD_CL";"BD_CL";"LIVRES_CL";"SPORTIF_CL"
"1122055350-02";1122055350;"Frigo_neuf";"Men_4pers";"UU_Paris";"LaveVaisselle_Oui";"Voiture_Oui";1;"Internet_PasDEquipement";"NiveauVie_1erQ";"Locataire";"7000_à_15000€";"Voiture_Une";"Loisir_Tricot, broderie, couture";"ActivitéPro_Oui";"Transport_Collectif";33;13;"TF1";"Video_20à40";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Régulièrement";"QUOTReg_Jamais";"MAGCUL_Oui";"MAGSCI_Non";"MAGSP_Oui";0;"Livre_Policier_Oui";"Livre_Sentiments_Oui";"Livre_Classique_Oui";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";144;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_Variété intern.";"CDPossédés_200ouPlus";"Cinema_Non";"Théâtre_Oui";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Parfois";"Oui, 11 à 20 cigarettes/jour";"Sport_Jamais";0;39;"30-39ans";"Célibataires";"EmploiTpsPlein";"Etudes_ProTechnique";"Actif_occupé";"Employés";"Femme";"Salarié_Privé";"Vit_En_Couple";"TpsTV_30Houplus/Sem";"TpsRad_9à19H/Sem";"BD_Non";"LivresLus_20ouPlus";"SportsDiff_Aucun"
"1122056290-01";1122056290;"Frigo_occasion";"Men_2pers";"UU_Paris";"LaveVaisselle_Non";"Voiture_Oui";1;"Internet_PasDEquipement";"NiveauVie_1erQ";"Locataire";"7000_à_15000€";"Voiture_Une";"Loisir_Bricolage, jardin, mécanique";"ActivitéPro_Non";"Transport_NC";25;21;"France 5 / Arte";"Video_aucune";"Radio_Pas_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Sport";"QuotNat_Parfois";"QUOTReg_Jamais";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_MoinsDe30";"Music_Variété intern.";"CDPossédés_100à199";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Oui";"Festival_Non";"";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Oui, 11 à 20 cigarettes/jour";"Sport_Jamais";0;33;"30-39ans";"Mariés";"Emploi_NC";"Etudes_2eCycle";"Chômeur";"Autres_inactifs";"Homme";"Statut_NC";"Vit_En_Couple";"TpsTV_20à29H/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_Aucun";"SportsDiff_Aucun"
"1122056450-01";1122056450;"Frigo_neuf";"Men_1pers";"UU_Paris";"LaveVaisselle_Non";"Voiture_Non";;"Internet_PasDEquipement";"NiveauVie_1erQ";"Locataire";"7000_à_15000€";"Voiture_Aucune";"Loisir_Bénévole";"ActivitéPro_Non";"Transport_NC";26;49;"France 2";"Video_1à19";"Radio_Infos";"Radio_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Jamais";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_Aucun";"Music_Variété française";"CDPossédés_200ouPlus";"Cinema_Non";"Théâtre_Oui";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";2;53;"50-64ans";"Divorcés";"EmploiTpsPlein";"Etudes_PrimaireOuAvant";"Autre_inactif";"Employés";"Femme";"Salarié_Etat";"Ne_Vit_Pas_En_Couple";"TpsTV_20à29H/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_Aucun";"SportsDiff_2à4"
"1122057200-01";1122057200;"Frigo_neuf";"Men_4pers";"UU_Paris";"LaveVaisselle_Non";"Voiture_Oui";2;"Internet_Oui";"NiveauVie_3eQ";"Locataire";"27000_à_68000€";"Voiture_Deux";"Loisir_Bénévole";"ActivitéPro_Oui";"Transport_VoitureMoteur";9999;140;"Chaîne_Aucune en particulier";"Video_1à19";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Régulièrement";"QUOTReg_Régulièrement";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Oui";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";3;"NonInscrit_Biblio";"LivresPossédés_100à199";"Music_AucuneSpe";"CDPossédés_100à199";"Cinema_Oui";"Théâtre_Oui";"SpeDanse_Oui";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"Danse";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Parfois";"Non ou très rarement";"Sport_UneFoisParSem";13;26;"25-29ans";"Célibataires";"EmploiTpsPlein";"Etudes_Supérieur";"Actif_occupé";"Cadres_Professions_Intell";"Femme";"Salarié_Etat";"Ne_Vit_Pas_En_Couple";"TpsTV_NSP";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_MoinsDe5";"SportsDiff_5ouPlus"
"1122057390-01";1122057390;"Frigo_neuf";"Men_2pers";"UU_Paris";"LaveVaisselle_Non";"Voiture_Oui";2;"Internet_Oui";"NiveauVie_4eQ";"Accédant_Propr";"Plus_de_68000€";"Voiture_Deux";"Loisir_Promenade";"ActivitéPro_Oui";"Transport_VoitureMoteur";9;21;"Câble / satellite";"Video_1à19";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Sport";"QuotNat_Rarement";"QUOTReg_Rarement";"MAGCUL_Non";"MAGSCI_Oui";"MAGSP_Oui";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";4;"NonInscrit_Biblio";"LivresPossédés_MoinsDe30";"Music_Variété intern.";"CDPossédés_200ouPlus";"Cinema_Oui";"Théâtre_Oui";"SpeDanse_Non";"SpeComique_Non";"Concert_Oui";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Souvent";"Non ou très rarement";"Sport_PlusieursFoisParSem";8;31;"30-39ans";"Célibataires";"EmploiTpsPlein";"Etudes_Supérieur";"Actif_occupé";"Cadres_Professions_Intell";"Homme";"Salarié_Privé";"Vit_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_MoinsDe5";"SportsDiff_5ouPlus"
"1122057570-01";1122057570;"Frigo_neuf";"Men_3pers";"UU_Paris";"LaveVaisselle_Oui";"Voiture_Oui";1;"Internet_Non";"NiveauVie_2eQ";"Accédant_Propr";"15000_à_27000€";"Voiture_Une";"Loisir_Mots croisés, fléchés";"ActivitéPro_Oui";"Transport_Collectif";7;21;"France 5 / Arte";"Video_1à19";"Radio_Infos";"Radio_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Parfois";"QUOTReg_Parfois";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Oui";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Oui";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";4;"Inscrit_Biblio";"LivresPossédés_30à99";"Music_Variété française";"CDPossédés_Aucun";"Cinema_Oui";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Oui";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Souvent";"Non ou très rarement";"Sport_Jamais";1;38;"30-39ans";"Divorcés";"EmploiTpsPlein";"Etudes_Supérieur";"Actif_occupé";"Professions_Intermédiaires";"Femme";"Salarié_Etat";"Ne_Vit_Pas_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_MoinsDe5";"SportsDiff_Un"
"1122058100-01";1122058100;"Frigo_neuf";"Men_3pers";"UU_Paris";"LaveVaisselle_Oui";"Voiture_Oui";1;"Internet_Oui";"NiveauVie_3eQ";"Locataire";"27000_à_68000€";"Voiture_Une";"Loisir_Bricolage, jardin, mécanique";"ActivitéPro_Oui";"Transport_VoitureMoteur";9;14;"TF1";"Video_50ouPlus";"Radio_Infos";"Radio_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Régulièrement";"MAGCUL_Non";"MAGSCI_Oui";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Oui";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";3;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_Rock";"CDPossédés_100à199";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Oui";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Oui";"Assos_Aucune";"MarcheVelo_Rarement";"Oui, 21 ou plus cigarettes/jour";"Sport_Jamais";1;35;"30-39ans";"Mariés";"EmploiTpsPlein";"Etudes_1erCycle";"Actif_occupé";"Employés";"Homme";"Salarié_Collectivité";"Vit_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_9à19H/Sem";"BD_Non";"LivresLus_MoinsDe5";"SportsDiff_Un"
"1132003950-01";1132003950;"Frigo_neuf";"Men_1pers";"UU_Paris";"LaveVaisselle_Oui";"Voiture_Non";;"Internet_Oui";"NiveauVie_4eQ";"Propriétaires";"15000_à_27000€";"Voiture_Aucune";"Loisir_Bricolage, jardin, mécanique";"ActivitéPro_Oui";"Transport_NC";3;14;"France 5 / Arte";"Video_aucune";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Parfois";"QUOTReg_Régulièrement";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Oui";"Livre_Sport_Non";20;"NonInscrit_Biblio";"LivresPossédés_100à199";"Music_NC";"CDPossédés_200ouPlus";"Cinema_Oui";"Théâtre_Oui";"SpeDanse_Oui";"SpeComique_Non";"Concert_Non";"Festival_Non";"";"";"Ecriture_Non";"Dessin_Oui";"Photo_Non";"Assos_Aucune";"MarcheVelo_Souvent";"Oui, 21 ou plus cigarettes/jour";"Sport_Jamais";0;50;"50-64ans";"Célibataires";"Intérimaire";"Etudes_2eCycle";"Chômeur";"Cadres_Professions_Intell";"Femme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_9à19H/Sem";"BD_Non";"LivresLus_20ouPlus";"SportsDiff_Aucun"
"1132006140-02";1132006140;"Frigo_neuf";"Men_2pers";"UU_Paris";"LaveVaisselle_Non";"Voiture_Oui";1;"Internet_PasDEquipement";"NiveauVie_2eQ";"Locataire";"Revenus_NSP";"Voiture_Une";"Loisir_Bricolage, jardin, mécanique";"ActivitéPro_Oui";"Transport_Collectif";13;;"TF1";"Video_1à19";"";"";"";"";"QuotNat_Jamais";"QUOTReg_Parfois";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_MoinsDe30";"Music_Variété française";"CDPossédés_MoinsDe29";"Cinema_Oui";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Parfois";"Oui, 1 à 5 cigarettes/jour";"Sport_Jamais";2;40;"40-49ans";"Mariés";"EmploiTpsPlein";"Etudes_PrimaireOuAvant";"Actif_occupé";"Employés";"Femme";"Salarié_Privé";"Vit_En_Couple";"TpsTV_10à19H/Sem";"TpsRad_Jamais";"BD_Non";"LivresLus_Aucun";"SportsDiff_2à4"
"1132007220-01";1132007220;"Frigo_neuf";"Men_1pers";"UU_Paris";"LaveVaisselle_Oui";"Voiture_Non";;"Internet_PasDEquipement";"NiveauVie_4eQ";"Propriétaires";"27000_à_68000€";"Voiture_Aucune";"Loisir_Mots croisés, fléchés";"ActivitéPro_Non";"Transport_NC";6;11;"France 2";"Video_aucune";"Radio_Infos";"Radio_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Régulièrement";"QUOTReg_Jamais";"MAGCUL_Non";"MAGSCI_Oui";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Oui";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";104;"Inscrit_Biblio";"LivresPossédés_100à199";"Music_Classique";"CDPossédés_MoinsDe29";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";1;90;"70ans+";"Veufs";"EmploiTpsPlein";"Etudes_Supérieur";"Retraité";"Retraités";"Homme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_9à19H/Sem";"BD_Non";"LivresLus_20ouPlus";"SportsDiff_Un"
"1132010370-01";1132010370;"Frigo_neuf";"Men_1pers";"UU_Paris";"LaveVaisselle_Oui";"Voiture_Oui";1;"Internet_PasDEquipement";"NiveauVie_4eQ";"Locataire";"27000_à_68000€";"Voiture_Une";"Loisir_Bénévole";"ActivitéPro_Oui";"Transport_VoitureMoteur";12;21;"France 5 / Arte";"Video_1à19";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Parfois";"QUOTReg_Rarement";"MAGCUL_Oui";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Oui";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Oui";"Livre_Pratique_Oui";"Livre_ArtPhoto_Oui";"Livre_Sport_Non";36;"Inscrit_Biblio";"LivresPossédés_200ouPlus";"Music_Classique";"CDPossédés_200ouPlus";"Cinema_Oui";"Théâtre_Oui";"SpeDanse_Oui";"SpeComique_Non";"Concert_Non";"Festival_Non";"";"";"Ecriture_Non";"Dessin_Non";"Photo_Oui";"Assos_Une";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";0;65;"65-69ans";"Veufs";"EmploiTpsPlein";"Etudes_Supérieur";"Actif_occupé";"Cadres_Professions_Intell";"Femme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_10à19H/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_20ouPlus";"SportsDiff_Aucun"
"1132010990-01";1132010990;"Frigo_neuf";"Men_1pers";"UU_Paris";"LaveVaisselle_Non";"Voiture_Non";;"Internet_Oui";"NiveauVie_4eQ";"Locataire";"27000_à_68000€";"Voiture_Aucune";"Loisir_Promenade";"ActivitéPro_Non";"Transport_Collectif";16;;"Câble / satellite";"Video_50ouPlus";"Radio_Pas_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Jamais";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";3;"Livre_Policier_Oui";"Livre_Sentiments_Oui";"Livre_Classique_Non";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Oui";"Livre_Pratique_Oui";"Livre_ArtPhoto_Oui";"Livre_Sport_Non";36;"NonInscrit_Biblio";"LivresPossédés_200ouPlus";"Music_Rock";"CDPossédés_100à199";"Cinema_Oui";"Théâtre_Oui";"SpeDanse_Non";"SpeComique_Oui";"Concert_Oui";"Festival_Non";"Pas de compétition officielle";"Danse";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Souvent";"Non ou très rarement";"Sport_PlusieursFoisParSem";2;59;"50-64ans";"Divorcés";"EmploiTpsPlein";"Etudes_Supérieur";"Actif_occupé";"Cadres_Professions_Intell";"Homme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_10à19H/Sem";"TpsRad_Jamais";"BD_Oui";"LivresLus_20ouPlus";"SportsDiff_2à4"
"1132011580-02";1132011580;"Frigo_neuf";"Men_2pers";"UU_Paris";"LaveVaisselle_Oui";"Voiture_Non";;"Internet_PasDEquipement";"NiveauVie_4eQ";"Propriétaires";"27000_à_68000€";"Voiture_Aucune";"Loisir_Bricolage, jardin, mécanique";"ActivitéPro_Non";"Transport_VoitureMoteur";3;14;"France 5 / Arte";"Video_1à19";"Radio_Infos";"Radio_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Régulièrement";"QUOTReg_Rarement";"MAGCUL_Oui";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Oui";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Non";"Livre_Sport_Non";156;"NonInscrit_Biblio";"LivresPossédés_200ouPlus";"Music_Classique";"CDPossédés_100à199";"Cinema_Oui";"Théâtre_Oui";"SpeDanse_Non";"SpeComique_Non";"Concert_Oui";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Plusieurs";"MarcheVelo_Souvent";"Non ou très rarement";"Sport_UneFoisParSem";3;54;"50-64ans";"Mariés";"EmploiTpsPlein";"Etudes_2eCycle";"Autre_inactif";"Professions_Intermédiaires";"Femme";"Salarié_Privé";"Vit_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_9à19H/Sem";"BD_Non";"LivresLus_20ouPlus";"SportsDiff_2à4"
"1132011690-01";1132011690;"Frigo_neuf";"Men_2pers";"UU_Paris";"LaveVaisselle_Oui";"Voiture_Oui";1;"Internet_Non";"NiveauVie_4eQ";"Propriétaires";"27000_à_68000€";"Voiture_Une";"Loisir_Jeux de cartes, société";"ActivitéPro_Non";"Transport_NC";31;11;"Câble / satellite";"Video_20à40";"Radio_Infos";"Radio_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Régulièrement";"QUOTReg_Jamais";"MAGCUL_Oui";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Oui";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Oui";"Livre_Sport_Non";104;"NonInscrit_Biblio";"LivresPossédés_200ouPlus";"Music_Classique";"CDPossédés_100à199";"Cinema_Oui";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Oui";"Festival_Non";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Parfois";"Non ou très rarement";"Sport_MoinsDUneFoisParSem";1;76;"70ans+";"Mariés";"Emploi_NC";"Etudes_Supérieur";"Retraité";"Retraités";"Homme";"Indépendant";"Vit_En_Couple";"TpsTV_30Houplus/Sem";"TpsRad_9à19H/Sem";"BD_Non";"LivresLus_20ouPlus";"SportsDiff_Un"
"1132011920-01";1132011920;"Frigo_neuf";"Men_1pers";"UU_Paris";"LaveVaisselle_Non";"Voiture_Non";;"Internet_PasDEquipement";"NiveauVie_3eQ";"Propriétaires";"15000_à_27000€";"Voiture_Aucune";"Loisir_Jeux de cartes, société";"ActivitéPro_Non";"Transport_NC";37;14;"France 2";"Video_aucune";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Pas_Musique";"Radio_Pas_Sport";"QuotNat_Jamais";"QUOTReg_Jamais";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Oui";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Non";"Livre_ArtPhoto_Oui";"Livre_Sport_Non";48;"NonInscrit_Biblio";"LivresPossédés_200ouPlus";"Music_NC";"CDPossédés_Aucun";"Cinema_Oui";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"";"";"Ecriture_Oui";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";0;94;"70ans+";"Veufs";"EmploiTpsPlein";"Etudes_1erCycle";"Retraité";"Retraités";"Femme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_30Houplus/Sem";"TpsRad_9à19H/Sem";"BD_Non";"LivresLus_20ouPlus";"SportsDiff_Aucun"
"1132013670-01";1132013670;"Frigo_neuf";"Men_1pers";"UU_Paris";"LaveVaisselle_Non";"Voiture_Non";;"Internet_PasDEquipement";"NiveauVie_2eQ";"Autre";"Revenus_NSP";"Voiture_Aucune";"Loisir_Mots croisés, fléchés";"ActivitéPro_Oui";"Transport_Autre";6;80;"Chaîne_Aucune en particulier";"Video_1à19";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Régulièrement";"QUOTReg_Régulièrement";"MAGCUL_Non";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Non";"Livre_Histoire_Non";"Livre_PolitiqueSHS_Non";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Non";"Livre_Sport_Non";0;"NonInscrit_Biblio";"LivresPossédés_30à99";"Music_AucuneSpe";"CDPossédés_MoinsDe29";"Cinema_Non";"Théâtre_Non";"SpeDanse_Non";"SpeComique_Non";"Concert_Non";"Festival_Non";"";"";"Ecriture_Non";"Dessin_Non";"Photo_Non";"Assos_Aucune";"MarcheVelo_Rarement";"Non ou très rarement";"Sport_Jamais";0;56;"50-64ans";"Veufs";"EmploiTpsPlein";"Etudes_PrimaireOuAvant";"Actif_occupé";"Employés";"Femme";"Salarié_Privé";"Ne_Vit_Pas_En_Couple";"TpsTV_MoinsDe10H/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_Aucun";"SportsDiff_Aucun"
"1132013740-02";1132013740;"Frigo_neuf";"Men_2pers";"UU_Paris";"LaveVaisselle_Oui";"Voiture_Oui";2;"Internet_Non";"NiveauVie_4eQ";"Propriétaires";"Plus_de_68000€";"Voiture_Deux";"Loisir_Mots croisés, fléchés";"ActivitéPro_Oui";"Transport_VoitureMoteur";28;21;"France 5 / Arte";"Video_20à40";"Radio_Infos";"Radio_Pas_ConcertCult";"Radio_Musique";"Radio_Pas_Sport";"QuotNat_Régulièrement";"QUOTReg_Jamais";"MAGCUL_Oui";"MAGSCI_Non";"MAGSP_Non";0;"Livre_Policier_Non";"Livre_Sentiments_Non";"Livre_Classique_Oui";"Livre_Histoire_Oui";"Livre_PolitiqueSHS_Oui";"Livre_SciencesTech_Non";"Livre_Pratique_Oui";"Livre_ArtPhoto_Oui";"Livre_Sport_Non";25;"Inscrit_Biblio";"LivresPossédés_200ouPlus";"Music_Jazz";"CDPossédés_100à199";"Cinema_Oui";"Théâtre_Oui";"SpeDanse_Non";"SpeComique_Oui";"Concert_Oui";"Festival_Oui";"Pas de compétition officielle";"";"Ecriture_Non";"Dessin_Oui";"Photo_Non";"Assos_Plusieurs";"MarcheVelo_Souvent";"Non ou très rarement";"Sport_Jamais";2;68;"65-69ans";"Mariés";"Emploi_NC";"Etudes_Supérieur";"Actif_occupé";"Artisans_Commerçants";"Femme";"Indépendant";"Vit_En_Couple";"TpsTV_20à29H/Sem";"TpsRad_20Houplus/Sem";"BD_Non";"LivresLus_20ouPlus";"SportsDiff_2à4"
